Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Year,Month,Season,Cleaned Review,Sentiment Score,Sentiment Label
business class,5.0,5.0,3.0,5.0,4,yes,2024,4,spring,not verified we travel extensively over 25 year and tend to use ba on our regular trip where possible and in recent year we have had overall good service from them however more recently we have experienced flight delay operational issue flight cancellation poor checkin experience etc on our last two recent trip one to zurich and another to iceland they had cancelled our return flight an hour or so prior to the scheduled departure time despite the flight showing a on time and no problem being reported we have just returned from iceland and our experience wa one of the worst we have ever had with ba again our flight wa just cancelled due to operational reason but what made matter worse on this occasion wa the flight wa quite early at 745am we went to bed at around 11pm night before checked the flight and it showed a being on time with again no issue being reported so we went to sleep fairly rest assured the the flight would be fine we woke up at 530am and then discovered our flight had been cancelled without any warning we were then left with virtually no other return flight option for that day it soon got worse a the earliest flight option then being offered by ba wa 3 day later we opted to choose tuesday with ba a we were left with no other option if we hadnt acted quickly the tuesday availability wa sure to sell out leaving u with a return option of wednesday onwards having experienced the same problem with ba in zurich back in december we were lucky on this occasion a ba offered several flight back on the same day in zurich but this wasnt the case with iceland we were then left in a right predicament a hotel availability in iceland wa very limited to non existent given the very short notice of our cancelled flight our hotel wa fully booked and our hire car had to be returned to the airport from a logistical point of view this wa a complete nightmare having to then rebook another hire car and to find alternative hotel we then decided to search for any indirect flight online to get u back to the uk sooner with another airline and after a good half hour of searching we came across an indirect flight into gatwick with norwegian air but it went via oslo and a total journey time of 8 hour this wa not ideal a our car wa in heathrow assessing our option which were virtually none we had no guarantee that the flight with ba on tuesday would also have proceeded on time and checking with norwegian air both flight were on time and looked promising so we decided to get these booked at an additional expense of 600 if we had stayed in iceland we would have also incurred additional cost to then fight back with ba or the insurance company our priority wa to return home asap a we had important work and personal commitment on the monday so we had to return asap we eventually flew back fine with norwegian air and the service we received wa far superior to that of ba the boarding process wa slick on both flight compared to a complete shamble with ba norwegian air offered a full food trolley service with soft drink tea and also a range of alcoholic drink compare this to just the water and snack bar on ba both flight were on time and we eventually landed in gatwick shortly after our expected arrival time we got back very late home after having to then book a hire car at gatwick and in the morning we contacted ba to cancel our alternative tuesday flight,0.07286446886446886,positive
business class,5.0,5.0,4.0,1.0,2,yes,2024,6,summer,trip verified a very full flight made premium economy feel a little le premium than you should expect for the price however the smaller cabin configuration and slightly roomier seating made the journey relaxing enough catering wa pretty good and the inflight service wa efficient and friendly arrived on time and no delay with baggage delivery no complaint a pe served it function for the relatively short 75hr flight,0.15758333333333333,positive
premium economy,4.0,4.0,4.0,4.0,3,yes,2024,6,summer,trip verified the worst airline ive ever flown could not check in until my flight wa open i wa there 2 hour before flight not 2 day before asked if my husband could fly on the same flight he wa also flying club europe but on a later flight and i could see online that there wa room on the plane i wa on the agent said they couldnt change his flight at the ticket counter never heard of that this could only be done online or by calling british airway i had already tried online so asked for a telephone number to call and the british airway agent did not have a number for me to call so i looked up and called several number online and all i got wa the office wa closed on saturday i asked for the ticket agent again explained we were going to his mother memorial and that and it would be nice if he could get on the same flight a i wa on they still refused to help so he stayed on his flight which wa leaving 4 hour later and then got cancelled and he had to spend the night in florence they re routed him on a flight to london via edinburgh and then they lost his suitcase you cant make this stuff up a for my flight ba 525 i got several email and message advising me it wa delayed i decided to go to the gate at the original flight time and guess what it wa boarding on time i cant imagine the number of people who might of missed it it just an awful awful airline and i will never fly them again if i can possibly avoid them,-0.09078947368421053,negative
economy class,1.0,3.0,2.0,1.0,1,no,2024,6,summer,trip verified i am surprised to be able to give a favourable review of the flight european business class is typically 3x3 seating with the middle seat on each group of three left empty leg room is never generous and ba is at the bottom of the generous barrel in this respect however on this occasion at least and a the flight is one hour that wa not an issue cabin crew were great very professional and efficient cabin wa clean and aircraft seemed pretty up to date i wa surprised to find that business class wa served an afternoon tea complete with champagne much nicer than the poor prosecco in the lounge we had three small sandwich chocolate cake and a choice of plain or fruit scone strawberry jam and clotted cream on the side for those who wanted them it all tasted great i didnt try the chocolate cake and there wa just about enough time to eat it before landing the crew worked very hard to complete service in time so well done them,0.07438852813852816,positive
business class,1.0,5.0,5.0,2.0,4,no,2024,6,summer,trip verified flew british airway on ba 434 london heathrow to amsterdam i wa able to check in at the ba first class check in area in terminal 5 and this is very fast and efficient the lounge wa quite busy however i wa able to find space the food snack and drink available wa excellent a wa the overall service i also like the ba first class check in area a the security clearance is fast boarding wa a little chaotic however we boarded on time and the take off runway wa close to the departing gate therefore no delay the flight itself wa quite good a wa the cabin crew and the meal service,0.3055769230769231,positive
business class,5.0,5.0,5.0,4.0,5,yes,2024,5,spring,trip verified ba cancelled the flight from tokyo to lhr i wa booked on next day flight there wa another flight on the same day i went to the desk but the flight wa full ba in charge offer another flight through hong kong which would have been 26h flight time i declined that and asked to stay on the next day flight to my dismay he cancelled the next day flight without telling me he did that i think he wa annoyed that i didnt accept the offer after he spent sometime looking for in fact i am the one who should be annoyed for cancelling my flight i ended up flying another airline with downgrading poor service and appalling behaviour you expect better from ba,-0.07272727272727274,negative
premium economy,1.0,3.0,3.0,1.0,2,no,2024,5,spring,trip verified i strongly advise everyone to never fly british airway i know we will never do so again we had business class seat booked for an early morning flight from heathrow to sf and then the flight wa cancelled the evening before the flight we luckily checked email before we went to bed and found out it wa canceled we then called ba and after waiting 30 minute someone to answer the call the person who finally did said he wa going to move u to a united air flight leaving an hour later from heathrow to sf the next day he told u the flight number and said he had booked u business class seat it took a long time to get it all worked out so we got just a few hour sleep that night but it looked like it wa resolved then however when we got to heathrow early the next morning we found that the ba person did not complete the booking a needed and united could not give u seat they said we needed to call ba to get them to complete the change but despite numerous attempt we could not get anyone to answer the phone at ba this went on for 2 hour finally by the grace of god after hour of stress trying to figure out what to do we found a united ticket agent at the airport who personally called ba for u and got then to fix the problem so after being at heathrow at 7 am we ended up leaving for sf late that afternoon totally exhausted the united air ticket agent saved u and allows u to get home she also said these problem were common with ba,-0.03166666666666667,negative
business class,1.0,1.0,3.0,1.0,1,no,2024,6,summer,trip verified my partner and i were on the ba2166 return flight from tampa to gatwick and i wa very excited a had paid for a upgrade to business class my partner fly bc with ba a lot for work but this wa only my second time we decided a it wa the end of our holiday that have this will help u get some quality sleep unfortunately that wa not to be also in business class were two family with child under 5 it wa a very long flight listening to a toddler not just cry but screaming for seven out of the eight hour now it not the childrens fault i do however think that the cabin crew could have maybe internvene and helped a little more but also ba should have informed u a we paid alot of money and quite frankly could have saved that money and just had economy ticket a at least we would be a few grand better off what with that and how the checking in ground staff were treating u a if we were an inconvenience we will rethink ba moving forward,0.12791666666666668,positive
business class,4.0,3.0,2.0,1.0,2,no,2024,5,spring,not verified we had a premium economy return flight los angeles to london the outbound flight wa cancelled with under 12 hour notice and we had to instead take an economy flight via dublin to london thats annoying but it happens what is really difficult to understand is ba response since i raised this a a claim once our return flight had completed a i wa instructed to do it is now nearly 5 month and there ha been no response other than one in early march with the title weve not forgotten your case and were really sorry youre still waiting for a response from u we know it been a long time since you contacted u and this isnt the service you should expect rest assured weve not forgotten your case our customer relation team are working extremely hard to respond to you a soon a possible thank you for your continued patience you can check the status of your case here please accept our most sincere apology we look forward to speaking with you soon i called about a month ago to enquire and wa told id be hearing within the week this is just extremely poor customer service in addition to the inconvenience and stress of the latecancelled flight delay and change in class of flight british airway really seems to be on the decline i have so many friend who are longtime customer like u who are having flight cancelled or delayed with little commitment to make it right i have been a member of their flying club for 20 year is this how you treat loyal customer ba,-0.018617724867724852,negative
premium economy,1.0,1.0,1.0,1.0,1,no,2024,1,winter,trip verified i should like to review my flight with british airway from hannover to london heathrow firstly the website wa very easy to use however i object to the policy put in place with regard to having to pay for preferred seating checkingin online wa a very easy process other than being presented with the fee to select a seat at the boarding gate in hannover the staff were superb they insisted that people with larger bag turned over the bag for checkin i wa included in this the staff were very fair and polite and imposed this policy evenly and in a firm but polite manner the flight took off reasonably ontime the cabin crew were very good and coped really well with what wa an entirely full flight the now usual small bottle of water and a tiny snack the size of a uk 50p coin were issued to the passenger on this flight the captain wa very vocal in the nicest possible way he oozed a sense of professionalism and wa well spoken with clear and informative announcement disembarkation wa orderly however the cabin crew were nowhere to be seen when leaving the aircraft given that this wa a very short flight and given the full nature of the flight too the cabin crew deserve an applause for their professionalism this experience ha turned around my le than positive experience with this airline a few month ago well done to the ground staff and cabin crew for making this a pleasant and civilized journey,0.2372909090909091,positive
economy class,5.0,4.0,1.0,5.0,3,yes,2024,5,spring,trip verified we have flown with british airway a few time but this last trip wa by far the worst experience we werent able to check in online because the system wouldnt accept any of our passport info so we had to wait to check in upon arrival at the airport we arrived two hour before our scheduled departure the line wa backed up with only 4 station being staffed where there wa room for at least 6 more attendant to help expedite check in we talked to a few people in line and they too were unable to check in online it took the desk attendant an hour to check in the people ahead of u we told the agent we had tried to check in online but it wouldnt accept our passport she replied it wa because they need to verify each passport personally i asked that wouldnt they verify them that way anyway i also let her know we attempted to move closer to the front of the plane and could see there were seat available but couldnt secure them because we couldnt finish check in she went on to tell u it a full flight so we wouldnt be able to choose our seat we reached the gate and ask the agent there about moving to another section and she confirmed there wa no availability during the flight the service wa not what we expected based on previous flight we only saw the flight attendant during food service and twice to pickup trash every time i went to the lavatory there were at least 68 attendant standing around chatting instead of taking care of the passenger the attendant seemed uninterested and inexperienced even snapping at a confused passenger regarding their seat belt the flight attendant were disappointing to say the least no available air control vent above u so no option to have any air flow other than what the whole plane had upon landing we went to the baggage carousel to claim our bag an hour later still no bag finally a message came over the loudspeaker that the elevator on the plane wa broken and the eta of the bag wa still unknown about 30 minute later the bag started to slowly appear on the belt overall this wa the worst ba flight weve experienced,-0.02140151515151516,negative
economy class,2.0,3.0,3.0,3.0,3,no,2024,5,spring,trip verified i sat in the plane at vienna airport for three hour and didnt take off after arriving in london i wa sent on my connecting flight only to be told that the plane had already closed and that i should go back to the other terminal i wa then flown to johannesburg with virgin and when i arrived my luggage had not been taken i only received it five day later i have been waiting for compensation for nine month never again british airway,-0.03214285714285715,negative
business class,1.0,2.0,1.0,1.0,3,no,2023,10,fall,trip verified it is almost 11pm we were supposed to take off at 1920 we are still sitting on the plane at the airport the worst part is not the technical issue that ha kept u grounded but the fact we have only been offered half a glass of water the entire time we have been on board being hungry and dehydrated ha not helped the situation,-0.23333333333333334,negative
economy class,1.0,1.0,3.0,1.0,1,no,2024,5,spring,trip verified i booked a long haul flight to singapore with british airway because i thought i could rely on them to provide good and reliable service unfortunately this wasnt the case hence this review knowing i would be able to fall asleep watching movie or tv show on their in flight entertainment system wa something i wa looking forward to on this overnight flight however my console didnt work and instead i had a loud screaming toddler in the seat behind me that kept kicking my seat and some baby in front only two hour into this already hell of a journey were we told that we should buy the wifi pas for which we will get fully reimbursed i followed up several time throughout the flight with the cabin crew who assured me they will take a note of my seat number and someone from customer service will contact me with reimbursement this wasnt the case after waiting for several day i contacted them myself and instead of the 2199 reimbursement that i can use towards a nice meal on holiday theyve given me 5000 avios i never want to fly with them again so why give me service point when i wa told by cabin crew i would be refunded the only reason i even bought this wifi pas a it not even good enough to watch anything with because the connection quality is so poor what a waste of a flight and 22 these are 14 hr of my life i will never get back and forever remember i will remember ba a the brand that once wa that no longer is their cabin crew seemed overworked and overwhelmed and even when you pressed the attention buzzer no one came if you can avoid booking with ba go ahead,0.1027777777777778,positive
economy class,2.0,1.0,1.0,1.0,1,no,2024,5,spring,trip verified a premium price for a subpar product flew ba 031032 lhr and hkg and return in may we had originally booked when the aircraft wa allocated the club suite paid for seat selection a couple of month prior to the trip the aircraft wa changed to the 232 layout with the yinyang seat configuration we had been allocated 2 of the 3 middle seat so paid again to select the window and aisle the hard product is poor the seat space lack any form of storage that remains accessible when the seat is in the flat position nowhere to put spec a book or phone additionally the window seat passenger ha to climb over the foot of another passenger to use the toilet etc really poor layout the plane on both leg of the journey were tired and shabby the crew on the outward journey were enthusiastic and helpful the return crew seemed le adept at managing the service the outbound catering wa acceptable but the presentation on tiny plate doe not compare favourably with competitor the catering inbound wa very poor the welcome champagne wa truly awful this is a poor product at a premium price and sad to say this pair of selffunding passenger wont choose to repeat the experience the lounge at heathrow on the outbound sector wa packed to the rafter and wa a poor experience very disappointing,-0.12000000000000002,negative
business class,2.0,3.0,2.0,2.0,1,no,2024,5,spring,trip verified really terrible user experience british airway website is full of glitch i cant even choose my own seat due to cookie problem never had this problem with any other airline,-0.05000000000000001,negative
economy class,3.0,3.0,3.0,1.0,3,no,2024,5,spring,trip verified very impressed with ba check in online wa a little convoluted but once through that everything wa great we flew in standard economy and paid to choose our seat this seems to be standard for all airline now and how they keep initial price down but worth doing so we could sit together meal were excellent and drink great a simple water and biscuit on our short internal leg but still included and then 1 drink 1 main meal and 1 snack on our 7 hour leg wa better than our last trip on emirate they gave out double drink at drink service that wa 2 coke and 2 beer for my partner and he wa well pleased staff friendly bag transfered and arrived in good condition and entertainment on route wa good too will definitely choose ba again over other airline,0.27711352657004834,positive
economy class,4.0,5.0,5.0,4.0,4,yes,2024,5,spring,trip verified lhr sfo la lgw august 2023 in club world it a shame that the british airway experience is split into a mixture of fantastic ground and cabin crew and dated product and dreadful after service our flight to san francisco wa on an a380 the interior of which wa showing it age two of our 3 seat had issue 1 would not recline the dividing screen to the next seat would not stay up and the other wa temperamental with it recline and the ife would not respond to the control crew on board were great but the dated and aging product for which top dollar is charged for should have been upgraded year ago a shame for such a great aircraft coming back from la vega to lgw on an tired 777 we were informed at check in that there wa an issue with the seat we had prebooked and paid for and that we would need to be moved seat we were moved to were fine and worked the original seat had people in them and they appeared fine flight wa late landing and departing due to weather condition in vega but the aircraft wa turned round in a super quick time which wa impressive where ba have really let themselves down is the after flight experience after 3 12 month we got an acknowledgement and avios credit for the issue on the flight to sfo we are still waiting 9 month later for the avios point we used to pay for the seat selection to be refunded for the la vega to london gatwick leg of the flight despite numerous attempt to contact they havent got back to u our avios account page through ba wont load our recent transaction and doe not list the flight weve taken in the last 12 month wont be travelling with ba for a long long time now dated and poorly maintained on board product and appalling customer service,0.07804659498207886,positive
business class,2.0,5.0,4.0,5.0,2,no,2023,8,summer,not verified i flew from malaga via lhr to boston on the 4th may 2024 and on arrival in boston discovered my luggage wa still in london filed a report and now 4 day later no sign of the luggage the baggage customer service is a joke not interested in the client or giving a good service update are useless i know my luggage ha been sitting in boston since the 5th a i have an air tag inside it the airline seem to have no intention of getting my luggage to me the robot on fb messenger twitter are useless i opened a complaint when i checked the update of my complaint the case had been closed despite never been contacted by a human this airline is now a joke and if i ever get my luggage back i doubt i will ever fly with them again they are now worse than air canada in my book and that is saying something,-0.06041666666666668,negative
economy class,2.0,2.0,1.0,1.0,2,no,2024,5,spring,trip verified milan to miami return via london worst business class ever the layout of a380 of ba is crazy the width of seat is outrageous aisle seat are a shame for ba length is ok but you have to jump over the leg of another passenger when heshe is in sleeping mode unbelievable the system of divider up and down to reach all seat by crew is absurd and awful never again with this layout meal wa below average from lhr to mia while the return wa quite good unfortunately for ba i flew in march with qatar airway business class and not comparable just to highlight the difference ba row ha 8 seat while qr ha 4 seat thats it on top of that the service is quite strange mainly due to divider above boarding procedure look well organized at the beginning then during boarding become quite messy,-0.23940972222222223,negative
business class,1.0,2.0,3.0,2.0,1,no,2024,4,spring,trip verified ba created a new lowcost subsidiary in ba euroflyer for flight out of london gatwick from a passenger point of view this is meant to mean no difference in service from ba mainline shorthaul out of heathrow however it is most definitely inferior firstly is the seat ba promised to keep their old much more comfortable pinnacle seat up to row 12 in their refurbishment of these plane with slimline seat however at ba euroflyer it seems the whole plane ha these installed on some plane despite snagging a seat in row 10 we ended up still with those horrible back breaking seat that have no lumbar support and no headrest one positive of the new seat wa meant to be atseat power to charge device but this didnt have that either the onboard service is meant to include some complimentary food and drink namely a sweet or savoury snack and a small bottle of harrogate spa water what we got wa horrible nairns raisin oat biscuit without asking if wed like the other choice and no water on the return flight it wa explicitly announced wed be offered a glass of water for free but this wa not offered during the service the snack wa sole choice of a pack of mcvities milk chocolate digestive hardly premium and downgrade from some of the more alternative and upmarket offering weve received when flying from heathrow on the way back we did have nonrefurbished plane with pinnacle seat this wa welcome however clearly the plane is not maintained a one toilet had no water flowing from the tap very irritating when you soap up to wash your hand after going to the toilet i went to rinse my hand in the other toilet luckily it wasnt busy the tap wa working but the sink wasnt draining and almost overflowed lastly the cabin crew on ba euroflyer are very unpolished look miserable and extremely demotivated a lot of them a very young were talking late teen and clearly very inexperienced and not likely to stay long under the condition offered to them ba really need to rethink it product offering in shorthaul ultimately people choose to fly with them for variety of reason but invariably there is a reason like u they dont fly with their lowcost rival because they want peace of mind le stress and to be comfortable so replicating the like of ryanair easyjet or wizz air is just alienating a a customer because we choose ba to avoid the kind of experience they offer we were on an award ticket but looking at cash ticket theyre not even cheap nor offer better timing than those rival despite all this beancounting,0.07321895424836601,positive
economy class,2.0,1.0,1.0,3.0,1,no,2024,5,spring,trip verified i flew with british airway from heathrow to hannover although the checkin process wa relatively quick there wa a noticeable lack of staffanother apparent costcutting measure by ba upon arriving in hannover i found that my luggage hadnt made it to the airport and there were no staff to assist i had to file a report online the following day i received a call saying my luggage would arrive on a later flight but this didnt help me since german shop are closed on sunday leaving me without essential item a a result i wa confined to my hotel unable to attend any planned event because i didnt have suitable clothing when my luggage eventually reached the hannover airport i got a call from ba informing me that they couldnt deliver it for another day or two they advised me to take a taxi to pick it up and said i could claim back the cost but when i submitted my claim ba refused to cover the taxi expense they also declined to offer compensation for the inconvenience caused by the delayed baggage even though it disrupted a full day of my trip service on my return flight from frankfurt wa also below par from the ground crew at frankfurt airport who were slow rude at check in ba customer service ha declined significantly now resembling the level of budget airline like easyjet and ryanairbut at a premium price given my recent experience i will avoid flying with ba whenever possible,0.026960784313725488,positive
economy class,3.0,3.0,3.0,1.0,1,no,2024,4,spring,trip verified manchester to copenhagen via london on 30th april 2024 aircraft were a319 and a320 respectively both in decent condition i arrived from africa and had to transit and change terminal to t3 which is very cumbersome and tedious checkin wa quick easy and professional got my desired seat due to silver status at ba from t3 i had to go through one of the worst security check ever encountered fragmenting almost every item in my carryons their escape lounge in t3 is quite decent particular beer choice and prosecco sparkling wine food wa very poor neither any savoury snack nor meaty food at all good tarmac view first flight wa delayed forcing me to catch the 2nd in lhr within ½ hour however i wa informed clearly at gate upon arriving in lhr assisting me on next gate and the airline managed to transfer the luggage in this extremely narrow timeslot onboard only a minibottle of water and some bagged crumb were given fairly useless and superfluous no ife or wifi annoying charity begging from fa on both flight are intrusive annoying disrespectful and degrades the airline offering onboard like discount carrier except being pricier arrived final destination on time and so did my luggage,-0.0794927536231884,negative
economy class,3.0,3.0,2.0,4.0,4,yes,2024,4,spring,trip verified i have never seen such disrespect to a customer it wa the 3rd time in 2 month that i wa unable to do a checkin because of their website not working properly lost 2 hour on the phone with their customer service team at the airport i wa asked to check in my hand luggage because they had no more space in the cabin i could not recline my seat and the staff wa rude and unhelpful to me the wifi wa also not working i made multiple complaint and no one ever even contacted me never using them again,-0.16875,negative
economy class,1.0,1.0,3.0,1.0,1,no,2024,4,spring,trip verified paid for a 14 hour long flight ticket which includes use of the inflight entertainment system ended up in a seat where the inflight entertainment system wa malfunctioning and could not be used at all flight attendant sought to perform a service recovery through their customer relation team contacted by the said team slightly more than a week later with an offer of an evoucher that can only be used in purchasing additional flight ticket with ba explained to them that i had no intention of travelling again within the next two year so i had no use of an evoucher and sought for an alternative form of compensation instead something that could really be useful instead customer relation simply brushed my request off a them unable to offer any alternate gesture of goodwill compensation in british airway is a matter of goodwill pay for a ticket but dont get what you paid for in full compensation is one that requires you to spend even more money on the airline so that they can disappoint you further an ultimately selfserving inconsiderate undiscerning and insincere compensation which in itself isnt even anything they feel guilty or remorseful about because any compensation is a gesture of goodwill something you dont deserve in their view,0.04999999999999999,positive
economy class,3.0,3.0,3.0,1.0,1,no,2024,4,spring,trip verified very inconsiderate pa announcement were made by a purser who appearingly decided to exchange his career at ba for comedy club acting although not at the right setting first prelanding pa my colleague and i had a very long week with british airway so we are dimming the light a we dont want you to see our face if you are afraid of the dark just look at the passenger next to you although clearly not the purser intent it sounded like a mocking and very careless of people with aero darkness phobia who may have a panic attack after such a joke very inconsiderate and damage ba brand a a safe accessible and a trusted airline second pa after landing wa if youd like to make a complaint go call easyjet i felt genuinely insulted by this joke ba charged an abusive fee in the end i literally had to beg the rude and dismissive ground staff in madrid not to check my roller bag at gate because i recently had surgery and needed to hold onto it to walk instant noodle which i purchased onboard were barely edible all cabin crew except from one disappeared at the galley where they were loudly chatting and laughing and looked at me a a nuisance even when i just wanted to pas through them to visit the lavatory and then the chief purser effectively announces that if anyone is unhappy they can go fly someone else wake up ba you are already worse than easyjet and ryanair in term of value for money i note that only one who found the purser joke funny were the other cabin crew who made a few vulgar laugh while passenger remained dead silent i can understand airline scaling back service to cut cost i will never understand how you can allow your staff to openly mock and insult your passenger i am a ba silver member and have been a loyal ba customer for year a disgrace,0.01805250305250306,positive
economy class,3.0,1.0,1.0,2.0,1,no,2024,4,spring,trip verified absolutely terrible lost my luggage on both flight delivered 3 day later smashed to piece a lete departure caused me to miss the connecting flight yielding a 7 hour delay the aircraft wa oversubscribed dirty with an unpleasant persistent odour food wa genuinely horrible im ex force ill eat almost anything usually,-0.5714285714285714,negative
economy class,3.0,2.0,1.0,1.0,1,no,2024,4,spring,trip verified we booked premium economy round trip from phoenix to zurich via aa codeshare and operated by british airway on our way return flight back to phoenix february 25th the first leg of the ba flight 0773 between zurich and london heathrow wa delayed departure which cause u missed the ba 0289 connection flight between heathrow and phoenix first problem is that when we dash to the terminal 5 security check point at 1200 pm the airplane wa still at gate and will not depart until 225 pm if it will be on schedule we had almost 30 min at that point however the terminal 5 security stopped u and wa told we can not pas thru the security due to airline requirement we later realized that flight 0289 did not leave until 330 pm we were directed to the customer service to rebook the flight when we got to ba customer service transfer counter there wa only one agent available there were least 12 passenger waiting in the line we were told ba wa short of staff due to british holiday during end of february and there wa a soccer championship match that sunday so it took u at least an hour and half to rebook the same flight next day also it seems there are not much option at all if we want to back to phoenix on different flight on the same day then the agent who rebooked the flight told u his printer wa broken and we need go to zone 2 of terminal 5 to get the ticket and hotel voucher printed we found zone 2 and had our ticket and voucher in hand and assure by the agent that our luggage will be on our next day flight with u a well we also told there wa a shuttle bus around the corner to take u to the hotel however no map or detail direction provided it took u a while to find out that the shuttle is at back side of the terminal 5 by the time we arrived at hotel we were very tired next day we arrived at airport few hour ahead our scheduled departed time 225 pm i noticed my checked two bag not in the same spot based on my iphones find me feature i had apple air tag in each of my checked bag so i checked with the gate agent she confirmed with me that only one checked bag wa associated with my flight luckily the flight wa delayed two hour so my other bag made to the same flight while on the flight the team of young flight attendant were generally pleasant but they missed to service me meal i did not order any special meal and the popular chicken dish wa not available when she came to my row so i told her any chicken dish will be ok and she told me give her few minute and she will bring me a different chicken dish however she totally forgot that and only when she came back to collect the trash i mentioned to her she forgot my chicken dish she wa surprised and acting like i wa lying to her overall i think my premium economy flight on ba is the worst experience in recent memory a the british flagship carrier they seem dont care i emailed my sent my experience to their customer service they responded with a standard corporate reply from one of their email template,-0.037506265664160404,negative
premium economy,2.0,1.0,1.0,1.0,1,no,2024,2,winter,trip verified we chose rotterdam and london city airport because of convenience both small and having a hotel in the docklands meant a short distance from city airport three hour before our departure our flight wa canceled however disappointing but we made a swift move to amsterdam schiphol airport but unfortunately we were offered a flight to heathrow which meant almost 15 hour by tube to our hotel flight back operated out of lcy to rtm but had a 30 min delay so in term of punctuality ba is not very reliant the flight were okay with a snack and a drink the e190 being far more comfortable with 22 seating and more legroom than the a319 our extra expense for the cancelled flight were handled promptly and we got all the money for extra transport and food back so ba did a good job in this respect but hesitant to book again though they are the only airline flying between rtm and lcy,0.07812499999999999,positive
economy class,3.0,3.0,3.0,3.0,2,no,2024,3,spring,trip verified the entire booking and ticketing experience ha been stressful and erroneous i booked directly with ba a i thought why go to any other airline when their home headquarters is uk and i need to go to the uk mistake this wa month ago i could not cancel or change my flight without paying them 750 to cancel my flight and have that money sitting for just 1 year on account otherwise all wa lost minus a few hundred in tax a whom i am really flying with is american airline and another partner i cant check in without being redirected then those site dont recognize me i dont appear in aa or aer lingus application i couldnt ask for more time to change plane in london despite all review saying how long and hard it is a that would mean a cancel of plane ticket loss of all money ive been on the phone with agent for over an hour on 3 different call their app will not let me in without each time a reset of passcode a 30 minute wait for the email and then i get the same error,-0.05565476190476191,negative
premium economy,2.0,3.0,3.0,3.0,1,no,2024,4,spring,not verified british airway cancelled my flight le than 24 hour before automatically rebooked it for 2 day later i called customer service 3 time trying to change it and they would not help my daughter wa flying on a different reservation and because i am legally blind i needed to be on the same flight they didnt care nor would they help we eventually bought new ticket on easyjet when we arrive home i entered a complaint to get my fare refunded it took them 4 month and then the response wa it wa cancelled because of a strike in spain so they wont refund it easyjet didnt cancel the whole experience wa awful and so disappointing,-0.20636363636363636,negative
economy class,3.0,3.0,3.0,1.0,1,no,2024,1,winter,not verified i wanted to write this review so i could give a huge thank you to one of the staff on lisbon named jay ramphul she went above and beyond and really helped me in an urgent situation i had boarded my flight with 20 minute before take off when i realized i had left my cell phone in the club lounge i wa not going to get permission to deboard and get back on in time for take off jay stepped in and made it happened she literally ran with me a far distance to retrieve my phone with me and get me back on the plane within minute of take off this is true service i dont know if this review will ever get back to her or her management but i hope it doe i want to again express my gratitude for her help and kindness in this matter,0.11666666666666667,positive
business class,3.0,4.0,3.0,5.0,4,yes,2024,3,spring,trip verified check in fast and friendly security a breeze lounge wa busy early evening but comfortable and clean flight attendant welcoming seat a nightmare it wa the reverseforward with a step over from the window seat who the hell thought that wa a good idea meal were ok but all curry based like curry and i wa on a flight to india so fa wa brilliant a the only flyer awake on an overnight flight improving since my last ba flight,0.32013888888888886,positive
business class,3.0,5.0,3.0,4.0,3,yes,2024,3,spring,trip verified this is the first time i have seen the new club world suite the seat wa comfortable but unlike other airline ba ha crammed a many seat in business class a is humanly possible so the cabin felt cramped the crew behaved a though we the passenger should have been grateful for them turning up for their shift they looked scruffy in the new uniform clearly the dress code policy ha been scrapped i appreciate that appearance is no measure of service quality in the uk alone but the service wa appalling the menu lacked choice and the food wa presented a if it fell to the floor and wa scooped back onto the plate the bedding wa atrocious an old scraggly blanket and ill fitting seat cover i wa cold and asked for an extra blanket which never arrived there were no drink coaster obviously cutback so my drink kept spilling i decided to clean up myself a the crew couldnt be bothered and didnt pick up on the fact i wa using bathroom hand towel to act a drink coaster to mop up the mess the aircraft wa old although retrofitted and had a leak by the galley wall with lot of blue roll in situ to mop up the mess not at all a premium service this felt more like a low cost carrier doing business,0.01934974747474748,positive
business class,3.0,1.0,1.0,2.0,1,no,2024,3,spring,trip verified flew business class from doha to london on 31st march the service wa slow and unfriendly even one of the male cabin crew working in business class asked the female cabin crew who wa looking after the area where i wa in to smile i ordered waffle for breakfast and they looked like theyd fallen off the plate and had been thrown back on see photo the plate that the waffle were served on wa so hot that when i moved the plate i burnt my finger i wasnt warned that it wa ferociously hot i wa shocked at how bad the food presentation wa but didnt feel comfortable saying anything to the cabin crew a she wasnt approachable or friendly for lunch the bread roll wa so dry and rock hard that i couldnt cut through the end not sure why the food and service wa so bad on this flight a generally ba food is good and is well presented also the wifi wasnt working on the flight,-0.04019607843137254,negative
